"order_id";"customer_id";"customer_city";"product_id";"price";"freight_value";"product_category_name";"product_weight_kg";"product_length_cm";"product_height_cm";"product_width_cm";"product_volume_m3"
"00fb055886536063afa0dbee07a0944f";"";"";"5d422bd54b54307ff7a5e770f40946e4";11.9;16.79;"brinquedos";0.3;16;5;16;0.0013
"0188777fe321843a18be24a6e9aa1e53";"";"";"436c8d57ff8d4aa254318e9bd9b48c83";55.9;9.94;"cool_stuff";0.53;30;9;14;0.0038
"00f86b368251d739f1896d41469b2b7a";"14c152bfbd60c86aa6bc4d4e68a9378e";"passo fundo";"9b08a09bf2fd9731cfca8cb3db24457c";39.97;18.38;"construcao_ferramentas_construcao";0.15;16;10;12;0.0019
"00f86b368251d739f1896d41469b2b7a";"14c152bfbd60c86aa6bc4d4e68a9378e";"passo fundo";"9b08a09bf2fd9731cfca8cb3db24457c";39.97;18.38;"construcao_ferramentas_construcao";0.15;16;10;12;0.0019
"00f86b368251d739f1896d41469b2b7a";"14c152bfbd60c86aa6bc4d4e68a9378e";"passo fundo";"9b08a09bf2fd9731cfca8cb3db24457c";39.97;18.38;"construcao_ferramentas_construcao";0.15;16;10;12;0.0019
"01da5549f136167573c8a302f008557a";"";"";"2381a3052dd37f97e616bf160467acae";150.0;20.02;"relogios_presentes";0.53;18;9;13;0.0021
"004fb5e6f90a178dc74ad2b016649249";"176a76443d14508cc976f1d84a44921d";"ourinhos";"601a360bd2a916ecef0e88de72a6531a";129.99;13.93;"cool_stuff";1.6;42;25;15;0.0158
"04304d72305054a178c81ab24c4d2d68";"";"";"f74eb9bc847b5e5e906e5e214bb451b8";45.9;16.11;"moveis_decoracao";0.9;30;4;20;0.0024
"04304d72305054a178c81ab24c4d2d68";"";"";"f74eb9bc847b5e5e906e5e214bb451b8";45.9;16.11;"moveis_decoracao";0.9;30;4;20;0.0024
"04304d72305054a178c81ab24c4d2d68";"";"";"f74eb9bc847b5e5e906e5e214bb451b8";45.9;16.11;"moveis_decoracao";0.9;30;4;20;0.0024
"032c9c5e050a01a77c20be3989064308";"";"";"88dd63919fc9ab693803578a04a20209";34.99;15.1;"informatica_acessorios";0.217;16;14;14;0.0031
"0347e77ba3ffb1d21339231e1f882b5c";"d98cc303c53b826e8a2187c4f04c100e";"guarulhos";"70906e04da1eebf3d1b8791bd09ffe85";69.9;12.62;"informatica_acessorios";0.214;18;14;13;0.0033
"0347e77ba3ffb1d21339231e1f882b5c";"d98cc303c53b826e8a2187c4f04c100e";"guarulhos";"70906e04da1eebf3d1b8791bd09ffe85";69.9;12.62;"informatica_acessorios";0.214;18;14;13;0.0033
"03f9705f9135ccb809e74e902f19b2e8";"22fdc6255f0b1dd9fb663cbf1e8f9db9";"sao paulo";"cc68bcd2a2720e95aef8b6cb71f62ed9";19.33;10.96;"esporte_lazer";0.154;17;10;13;0.0022
"034e23cd76658cb8d602b1f1e42be7e6";"";"";"29fd9022374ff3fef2e8f82c39b4133e";69.9;12.83;"cama_mesa_banho";0.8;45;15;35;0.0236
"01a6ad782455876aa89081449d49c452";"71accffbcbdf8e02f67a469f65cdbf73";"santo angelo";"036734b5a58d5d4f46b0616ddc047ced";34.99;15.1;"telefonia";0.3;17;4;12;0.0008
"035201c3c82a97f8a25dd6bd5244b2d5";"";"";"1c36a5285f7f3b1ed2637d7c528ce5ff";89.99;45.09;"malas_acessorios";1.6;55;37;30;0.0611
"01006620eb4732deec44be4b0d9e33cd";"";"";"2c3210fa1dfe1fdf8b8e3254287c9e4c";126.99;18.14;"cama_mesa_banho";1.4;40;10;30;0.012
"0497899302217e8f8ea8645ac33c1882";"";"";"cd8c7501d1e3a66f282dfed8dbd5ab9f";99.0;22.16;"beleza_saude";3.7;40;10;20;0.008
"040375f78f9a97d7edfa4e9d2aa8273d";"";"";"d696750e550fd0f733979dd7e5dff921";169.99;36.51;"utilidades_domesticas";0.95;53;5;13;0.0034
"00c4f17dcb94448f27a2cbaa83f10a4b";"";"";"adf591c625cb265c12bc6749d3a2f757";32.0;7.39;"beleza_saude";0.15;20;24;33;0.0158
"00f2a3509bd600bd1a06a48353788d93";"";"";"7d88f23682af2fc7db5484b6e41f8993";38.4;9.27;"eletrodomesticos";0.5;18;8;13;0.0019
"033d674880f1edbb660161a0c672e9d3";"30324c881a62562ab08e01a916582091";"quatro barras";"c5944369a5cc96d600713f640e46ab5e";49.0;14.1;"relogios_presentes";0.35;18;10;15;0.0027
"04f6cdae6a85ade2864cd5fc811fb9ba";"fcbd7b0353381303b9fc5b486f398838";"rio claro";"bae8ac5e125a98fe445bc17714104709";139.0;41.02;"malas_acessorios";10.7;40;100;16;0.064
"04f6cdae6a85ade2864cd5fc811fb9ba";"fcbd7b0353381303b9fc5b486f398838";"rio claro";"bae8ac5e125a98fe445bc17714104709";139.0;41.02;"malas_acessorios";10.7;40;100;16;0.064
"04f6cdae6a85ade2864cd5fc811fb9ba";"fcbd7b0353381303b9fc5b486f398838";"rio claro";"bae8ac5e125a98fe445bc17714104709";139.0;41.02;"malas_acessorios";10.7;40;100;16;0.064
"04a964d023c9a995e1dea573959fad67";"8c2c80b3c71d4aab125e0b8b1f8c36a4";"belo horizonte";"325c397d5d1eebe97422d6bc1ed8709d";85.0;58.2;"moveis_escritorio";5.6;90;30;40;0.108
"016fbc333d66b414be541c6159576c40";"";"";"b0cd550945da1de6eb9cb69595d540df";84.9;18.52;"esporte_lazer";0.9;16;16;16;0.0041
"042f96d01e1471ebf86650ae185a0746";"";"";"a9e0a3a894f4bf7844830c090853c3e1";15.9;7.39;"telefonia";0.375;18;10;16;0.0029
"03e53a3c2ea313a49e89aee8f8c44970";"";"";"c6336fa91fbd87c359e44f5dca5a90ed";39.9;17.63;"esporte_lazer";0.15;16;16;11;0.0028
"03e2b2c32adfd7016fbdf98a70a7077c";"1ed1934ecae75619009545519aebab61";"maracanau";"0eb8e03d4ef83152c4642b606b5bbdec";29.99;15.16;"moveis_decoracao";2.9;40;10;35;0.014
"048e6e4623dbf118c43e0f5572016faa";"";"";"a04087ab6a96ffa041f8a2701a72b616";599.0;58.63;"pcs";13.7;27;50;53;0.0716
"03dab6b77334d60ea91564ec4c7813a1";"0b1d44eb88413fe2e8981d81c8a989c8";"pocos de caldas";"1fd95182c672cf5b10c82207ca5dab97";69.9;16.25;"automotivo";1.1;23;7;38;0.0061
"04a1e228e53006582fabe65a7767258c";"270149cb3f66b7edaa4645d21c7ff646";"holambra";"4b54c1f607b7a55ec9a34555b5607539";59.9;14.51;"automotivo";4.7;47;19;23;0.0205
"006cba07f62f921fe4f58365bde2b2eb";"c4e00400b6f79caa802740faa2829161";"itapura";"83d199d296c44101c8c3b5c9c0cce9ea";69.99;11.99;"brinquedos";0.5;18;6;21;0.0023
"04453a84ff0126fdc05079cf18a34890";"";"";"852dd510258cc0df3ed7b8d8417cebb2";94.95;19.86;"bebes";0.7;36;15;25;0.0135
"01a75ac3dd000b7628a684be97c29234";"";"";"b5c114b11d53b6fd85a6a90790f0b479";42.9;15.1;"utilidades_domesticas";0.267;24;15;12;0.0043
"0343fa2096b6d04743321f9b9f62c1e0";"";"";"dd12801e4d1919e84bf6f90167f22fb5";44.99;8.49;"fashion_roupa_feminina";0.45;16;5;20;0.0016
"024f8681c73783017f7cd5d5b061be3a";"";"";"6c321ed0f47858a8650f4104771224b5";49.0;7.78;"relogios_presentes";0.3;16;2;20;0.0006
"00418a49a685c6bb60633291c3fab17a";"";"";"5e21d5cab5d33e770d8150a4ee6117db";49.0;7.78;"relogios_presentes";0.2;16;2;11;0.0004
"0392a7fd15fc16848335cb8ff143a940";"";"";"8b78fb97dfb22b6e0e32d34284716d91";30.0;8.29;"automotivo";0.7;20;20;20;0.008
"02737086e020bd456ae19e98fee5c186";"f3576e2845514e8c7a3a89fd7691c745";"presidente prudente";"2a211896ec7ab72cedc7939e9ffb01b4";257.13;14.14;"informatica_acessorios";0.7;23;20;17;0.0078
"024554aeb0da84476f1c31a711e0990c";"ed5ec5a2659505eb7eb931b0ca57a870";"cuiaba";"188c9cb0aff9e485e3f84752731c633a";17.9;17.06;"cama_mesa_banho";0.15;16;11;11;0.0019
"03c83b31dbc387f83f1b5579b53182fb";"6d70d16ff8b3a0131e209b2bba542930";"mariana";"a04087ab6a96ffa041f8a2701a72b616";599.0;73.41;"pcs";13.7;27;50;53;0.0716
"040f214f2ec8be892fee452b52a96f1f";"";"";"af5dce27d2097e3cbfeb25ad9eac092c";199.0;18.64;"cool_stuff";1.65;33;44;19;0.0276
"032a25a524b766bdb806500361630bea";"";"";"782447ddd6d2ba5b64cb23ef7a8db626";48.98;23.1;"eletrodomesticos_2";3.585;33;6;19;0.0038
"044406a115a855072a8e79d38f028a80";"";"";"bbaef2eadf31fe3ea6702077398be06c";56.99;14.15;"perfumaria";0.4;18;11;11;0.0022
"01d1bb79f3dee77d8a6809aff0025590";"";"";"ff96895c6b1d31f34b2d82f86670fa85";219.9;27.84;"cama_mesa_banho";2.45;35;10;35;0.0123
"013e9c654a339d80b53513da3c1ea437";"";"";"bcac2cdcd851929a5caa3e1508d5abc9";109.9;13.11;"utilidades_domesticas";0.8;39;6;28;0.0066
"043332e857863b02677c1e075e3cc0cf";"2b73a8fa9430b526be65472668b11004";"quintana";"3dabf82e264128dda5088dc804e09cc8";90.0;44.48;"cool_stuff";0.45;30;9;30;0.0081
"029c366599ce117100419a093b7f6132";"";"";"e71435b372f90893385344e8be3a7696";99.99;11.72;"utilidades_domesticas";1.35;44;11;25;0.0121
"0113affd907a209209ab08413bb54226";"";"";"19c91ef95d509ea33eda93495c4d3481";122.99;63.11;"beleza_saude";0.7;25;12;19;0.0057
"031a7dab65c3430d325ad35ab8a95277";"";"";"18fa9cc25ea8b54f32d029f261673c0f";109.9;18.82;"construcao_ferramentas_construcao";2.9;23;8;23;0.0042
"03eba6d9fef8f5b3e811d4b5a7cca9cd";"";"";"4a0c2a56e65c941a0bb9874c47dd66d8";84.99;17.84;"cama_mesa_banho";1.4;30;20;26;0.0156
"03dec253b6e471bd5b0653cc53b79e95";"013f6eb268d33338ee175ffe2ed24204";"rio de janeiro";"f83c9874b5b5044ea58fef1be68c1ea8";132.7;25.68;"cool_stuff";5.2;63;2;79;0.01
"0203892ed7a2b76401830f4b82a5a34c";"b32b53ffb964ca001a0e4daca0b4a343";"santos";"c6336fa91fbd87c359e44f5dca5a90ed";39.9;8.72;"esporte_lazer";0.15;16;16;11;0.0028
"00af53fdc2002f5b6a8f16db648e003b";"";"";"c6336fa91fbd87c359e44f5dca5a90ed";39.9;11.85;"esporte_lazer";0.15;16;16;11;0.0028
"0152f10d04554388634b75f079f069fc";"";"";"5f504b3a1c75b73d6151be81eb05bdc9";610.0;37.54;"cool_stuff";15.35;47;40;47;0.0884
"0505a29e827a4c609b3fd250c0313bef";"138bb7818dbfc8690e61b143265e7ec9";"altaneira";"282dcadbd8c61f52f06a8ae802b54ee6";99.9;42.76;"beleza_saude";3.3;23;23;23;0.0122
"01e84dcdea7f8180214c9cf9f058f0dc";"";"";"c6336fa91fbd87c359e44f5dca5a90ed";45.9;15.1;"esporte_lazer";0.15;16;16;11;0.0028
"035518626172ac1884aa3825eb7d1379";"";"";"bbaef2eadf31fe3ea6702077398be06c";56.99;15.15;"perfumaria";0.4;18;11;11;0.0022
"03cdb68275d2470616d79840dd83e1a2";"";"";"6e1b14d3cbb5fb3a2c00351007127dfd";219.99;33.14;"cool_stuff";1.625;44;24;32;0.0338
"032a688c9db451501788d95c7f794ed6";"";"";"1906cb28cdc0781f04a95d4d3d0d980d";27.3;15.1;"fashion_bolsas_e_acessorios";0.3;16;2;11;0.0004
"045806c8806bca9909e23a1a79cfdd0c";"fa7ff73c5d702b41dd2f88e18484a275";"itanhaem";"977f845fc71d6dfd5af3a0aaaabf2161";139.9;34.25;"bebes";10.0;50;34;50;0.085
"049999b745ab7d4bc3ddf00181c39d56";"";"";"5a910588e5561f1b7cbe03bc10cbc967";24.99;7.78;"telefonia";0.25;17;4;12;0.0008
"016b1af508245e59ef75d83e3fe20a92";"aa57e2dd7b09a0f2cecef92f4d99395a";"roncador";"601a360bd2a916ecef0e88de72a6531a";129.99;17.65;"cool_stuff";1.6;42;25;15;0.0158
"045abe3dd2d7c962b78a446b053238a6";"";"";"f1d4ce8c6dd66c47bbaa8c6781c2a923";169.9;52.99;"bebes";4.95;40;10;40;0.016
"0517a3e68dac3308995edca2144db36e";"";"";"53b36df67ebb7c41585e8d54d6772e08";99.9;0.0;"relogios_presentes";0.584;16;11;13;0.0023
"04f1689642ed3c3e45244d4f7b2fe731";"";"";"76c73618750ec1718b6f51a96c498f93";259.9;20.99;"beleza_saude";0.575;25;13;16;0.0052
"03005a2f16aaf981d51d8ef44222444a";"961ab7d1f30476935fd856403381435f";"cuiaba";"34282a40b7d2b7aae8762762cb6ebcad";139.9;39.97;"moveis_sala";4.35;58;16;53;0.0492
"044c27c9fb6d9b51bba0efa1fd726c97";"";"";"860dd3635c61aba2d7ddea90b7d471b2";87.51;15.49;"beleza_saude";0.452;20;11;18;0.004
"017dcb6892d4469a13dee34f241f8c4e";"";"";"f4d705aa95ccca448e5b0deb6e5290ba";24.9;9.09;"cama_mesa_banho";0.25;20;2;15;0.0006
"04af00b2ad7756ba45549af1e832d8da";"";"";"85d187257cdbf2692d10649a11c7e78b";134.99;13.5;"malas_acessorios";2.0;35;27;12;0.0113
"04ac505fe152a153d8b6013eccb4086b";"98dfe650b52959127ab18d7c8b1da221";"sao jose dos campos";"042535091ac9e946489c2155a0392c47";39.9;7.39;"utilidades_domesticas";0.3;20;4;19;0.0015
"04f917df18d906d8a147182234788026";"";"";"31a2f42a87890f87d77daebdfabc182e";129.9;27.45;"brinquedos";1.7;30;35;25;0.0263
"03481652329171ff571df2c58bae0167";"";"";"6722735e7b6ea43bbd86b1c9074c3057";62.49;57.21;"automotivo";1.05;20;16;16;0.0051
"03a10721769c7d8f2fefab105e64fbef";"";"";"601a360bd2a916ecef0e88de72a6531a";118.99;17.08;"cool_stuff";1.6;42;25;15;0.0158
"0468a84e6df93886189d80fce46bbfee";"";"";"eba7488e1c67729f045ab43fac426f2e";198.9;25.88;"perfumaria";0.61;22;14;16;0.0049
"00ac05fe0fc047c54418098eb64e3aaa";"8935036852a292fe1f61a03c7d51831d";"araruama";"78efe838c04bbc568be034082200ac20";99.9;23.57;"moveis_decoracao";2.5;40;10;30;0.012
"03720fdc92032ee4abd471d172006ab0";"";"";"dd2ca29c9d0f93d3b1d28d7d7ee3025c";99.0;44.49;"moveis_sala";7.75;33;25;33;0.0272
"041cba819a99569f87996b65b73ea82e";"";"";"154e7e31ebfa092203795c972e5804a6";23.99;14.16;"beleza_saude";0.1;20;15;15;0.0045
"041f09bbcd85d178903f5bb71f11a02e";"";"";"386486367c1f9d4f587a8864ccb6902b";109.9;29.7;"cama_mesa_banho";0.835;40;9;33;0.0119
"041f09bbcd85d178903f5bb71f11a02e";"";"";"386486367c1f9d4f587a8864ccb6902b";109.9;29.7;"cama_mesa_banho";0.835;40;9;33;0.0119
"03d0e68d9f396f3c4e69dbbb0abc3564";"";"";"b22934d8dedd07b3033be2bf6da70bcb";46.9;14.1;"brinquedos";0.415;19;16;17;0.0052
"0070092bb6004faafa287e5fc35971e9";"399d1e628c48b7c3b6389098be566cfd";"sao paulo";"31a2f42a87890f87d77daebdfabc182e";149.0;14.06;"brinquedos";1.7;30;35;25;0.0263
"04ebe10a05b6cb445e27b34f29a01c1a";"";"";"19c91ef95d509ea33eda93495c4d3481";122.99;30.11;"beleza_saude";0.7;25;12;19;0.0057
"02346f2f5b8930a992461a607bf6bf62";"";"";"716586b5781e43926d404ad0f11669e8";89.0;17.53;"utilidades_domesticas";1.625;41;26;26;0.0277
"03b70c61372aebf257ccfacc6ca0aa58";"c7f0689bb795288d7a8b5f7461de4250";"sao paulo";"ff92ca9bb0b3f4ec00a9b76c9f68cb3a";858.9;17.92;"portateis_casa_forno_e_cafe";1.925;61;43;46;0.1207
"049c844d7707d97ba1600196919474f4";"";"";"53b36df67ebb7c41585e8d54d6772e08";128.89;15.65;"relogios_presentes";0.584;16;11;13;0.0023
"01835ef41c5ac66dd9ec6084fa1d0533";"6a4ea2081853cd8dd8d7c69cdf86925a";"campos dos goytacazes";"bbaef2eadf31fe3ea6702077398be06c";56.99;15.15;"perfumaria";0.4;18;11;11;0.0022
"013a98b3a668bcef05b98898177f6923";"";"";"a93ad122024312ca432da7f7b32474b4";63.0;23.35;"cama_mesa_banho";1.588;48;12;44;0.0253
"035678e70978296fb0e7469a611c322e";"b7b9fc03a71452c9ca2b9aca57f9d350";"florianopolis";"557484a8965bdc4e548658239f7663fd";179.99;23.58;"ferramentas_jardim";4.0;30;21;24;0.0151
"0091a677651feaf5a08d7bb147681e14";"93d82c58a8f2b0d2db80f16867b99edd";"campinas";"bf06a69bb27c58156391de458700f3e7";38.0;7.53;"relogios_presentes";0.3;16;2;11;0.0004
"0199edc5b01351df8e73a674aa473ee7";"";"";"83b92639fffd1d55c9e04c77c86d8d2c";93.0;8.0;"informatica_acessorios";0.28;20;15;14;0.0042
"0084e195fbd72ae51599af47f04afede";"bd8d067426b640b65c68dd3ee6c71d46";"porto alegre";"a963ea4d494221de09b70f1b4a70edbd";89.9;23.13;"informatica_acessorios";0.15;35;8;11;0.0031
"03df18ab5ba4464030b07f49dc6d206e";"";"";"dca18a6e2fb6da75092ed874094ed7b6";31.89;15.79;"telefonia";0.3;13;8;10;0.001
"04af63a78c7e84943b8377fe1b7871aa";"cc2799fcab7375793ea883dbed8a3141";"juiz de fora";"53b36df67ebb7c41585e8d54d6772e08";115.0;18.69;"relogios_presentes";0.584;16;11;13;0.0023
"03ee388839265510fa5edd811e0e1485";"";"";"9d8a0e115e802d845b4ce1eb794d1260";120.0;16.28;"esporte_lazer";0.15;20;10;15;0.003
"014872cb0c4fc7695c70484966baa65c";"";"";"f9471562478eba8761bc985b968a0092";54.9;23.31;"utilidades_domesticas";0.85;18;21;15;0.0057
"014872cb0c4fc7695c70484966baa65c";"";"";"f9471562478eba8761bc985b968a0092";54.9;23.31;"utilidades_domesticas";0.85;18;21;15;0.0057
"014872cb0c4fc7695c70484966baa65c";"";"";"f9471562478eba8761bc985b968a0092";54.9;23.31;"utilidades_domesticas";0.85;18;21;15;0.0057
"014872cb0c4fc7695c70484966baa65c";"";"";"f9471562478eba8761bc985b968a0092";54.9;23.31;"utilidades_domesticas";0.85;18;21;15;0.0057
"02dcfbe3274b16820a9fca74c156dc9a";"";"";"431dc11c26a67c6a49e81cee84f35b28";454.0;15.52;"consoles_games";0.6;18;12;18;0.0039
"00fed9e582d5a3e38566872eec164ac6";"";"";"1491a8ff192d4b5c369b0eaa2fe33ee5";179.99;26.1;"cama_mesa_banho";4.6;60;19;50;0.057
"00fed9e582d5a3e38566872eec164ac6";"";"";"1491a8ff192d4b5c369b0eaa2fe33ee5";179.99;26.1;"cama_mesa_banho";4.6;60;19;50;0.057
"04d0a4d84d5dc9cc343ca4d0e4120a4d";"";"";"06c38a87544301cba8b0fb5a0796383d";52.9;20.86;"brinquedos";2.3;98;12;20;0.0235
"02c84deb7aa1f2e74090d56a0ec84120";"34c059ffa44982e5208d2ced3c986b51";"japeri";"ce8a29973a1fed3f8d22ea5514d9ea07";18.9;15.1;"eletronicos";0.2;20;20;20;0.008
"016dee69b3de35a39bfccee5309307c3";"c508ad14bc3cde5d1e0bfca7ebdb77cd";"passos";"68bfdbfe84f03af17733b10362f10020";45.0;17.19;"moveis_decoracao";0.6;29;12;23;0.008
"0227da6a9a5c5d03b593cc9c2bce3463";"";"";"84db874a1a2d895b0eece26cc9bb3dd3";49.9;11.62;"cool_stuff";1.25;36;16;24;0.0138
"008990da719764fb392914d8ab53ad04";"";"";"a8115d34a4b7b74388da609692162c37";35.9;18.23;"informatica_acessorios";0.25;41;2;29;0.0024
"01eaa000fe5c9f80f535c3d0cad25a47";"";"";"6b7de889f456ee35f031172d358b2cd2";135.9;16.02;"papelaria";1.5;30;50;20;0.03
"0132f39e8ad9b42ad2d41c847f44c0ed";"";"";"fc13bac52be6640d9a77f54894e2c0e6";28.8;8.36;"beleza_saude";0.55;17;9;13;0.002
"00a1e977cf6e672402963940db55d919";"e0dc8ea464de23db3b4aa5fa6ae07cc3";"brasilia";"4834f24983a4f056e5ae64265f723aaf";24.89;7.75;"eletronicos";0.23;16;14;15;0.0034
"01dbd2da9b685e6d444416f7825d0931";"332cd7b9d5b2e74bf7553bfac694996d";"porto alegre";"165948b2c41e846df7d09b56826a747f";33.6;15.1;"fashion_bolsas_e_acessorios";0.2;16;2;11;0.0004
"01677846a819fff5fc22d43d61e58367";"d83f1643bc89dfc8516c6c2a11f46258";"rio de janeiro";"9d8a0e115e802d845b4ce1eb794d1260";120.0;7.87;"esporte_lazer";0.15;20;10;15;0.003
"021363783b521e9813dd62bbcb77d1dd";"8c28706c8f9e0cc8ceea7d7e116960e9";"salvador";"acef497c1130f71ccfe63aaa1c9a607d";559.99;19.36;"beleza_saude";0.2;16;6;11;0.0011
"04e2943331164044ec43de08763717eb";"3148707878001f06021a41d300d4515d";"sorocaba";"154e7e31ebfa092203795c972e5804a6";23.99;7.78;"beleza_saude";0.1;20;15;15;0.0045
"01ccfbb0ddf88340b6eed3f1370bcf0c";"0b81ac66ced97049984bd7faa500cdda";"brasilia";"2ccd049c8e7ea210e079a1aa8ad92477";79.0;59.78;"papelaria";6.9;28;55;37;0.057
"013b811ba81339b7634ab5231c547e6a";"";"";"e2c3ed9aaddfd2312a6a5fe9b3ddadd3";99.99;16.95;"brinquedos";0.675;22;24;21;0.0111
"037e725440b59939735ae0aff888a015";"636be70d7b46fb1db9836009fa61d6ff";"viamao";"1c33c71830d320620439a3236a1c4ae1";108.9;21.25;"livros_interesse_geral";2.2;19;26;11;0.0054
"04d7676ae07d3a61604185998b0d51d9";"";"";"1065dbb6b0bf03daaedab1236979e296";169.0;18.43;"papelaria";1.4;38;40;39;0.0593
"02cb7027f3074adf1407706d712298f7";"";"";"6b7de889f456ee35f031172d358b2cd2";135.9;23.67;"papelaria";1.5;30;50;20;0.03
"011c899816ea29773525bd3322dbb6aa";"c15a53f6fbae984bcbf4ac7bc4395cc3";"niteroi";"53b36df67ebb7c41585e8d54d6772e08";99.9;0.0;"relogios_presentes";0.584;16;11;13;0.0023
"016befe103ce7c9e5b1b7ef359777eea";"15f3f60c0575a9f2a7d5434f7b8a7692";"sao bento do sapucai";"6c321ed0f47858a8650f4104771224b5";49.0;11.85;"relogios_presentes";0.3;16;2;20;0.0006
"0009792311464db532ff765bf7b182ae";"2a30c97668e81df7c17a8b14447aeeba";"alfenas";"8cab8abac59158715e0d70a36c807415";99.9;27.65;"esporte_lazer";1.05;40;20;30;0.024
"0410fab6a2d13d2339283e1e2522518f";"";"";"16ed6a6e3fce23b741650437fe58d65b";89.18;13.98;"utilidades_domesticas";0.75;35;15;35;0.0184
"02ce7f70a5c7a6b04c29a98b061d68b7";"c1aee4ecf1d8ededf571249287d56854";"jundiai";"2bb3e85f2a403543fdb64e266e70c792";329.9;57.59;"brinquedos";19.45;45;50;45;0.1013
"047ea1a58aad923c2c108eafa2c28192";"";"";"19c91ef95d509ea33eda93495c4d3481";122.99;63.11;"beleza_saude";0.7;25;12;19;0.0057
"039d7fb9ace69aed37b1baf88ff01cb0";"";"";"812f1a638bcd733dd09a574e2424dff0";339.9;27.67;"esporte_lazer";4.65;36;31;31;0.0346
"0096668e5b0b8e9657a6f7209a4e58b4";"";"";"55782cb82e0efe052da0a3da237da3b2";166.9;13.47;"automotivo";2.45;30;30;30;0.027
"0094dc9ea7e3cd54d95aea42685673ff";"";"";"464383c22e65860826cf78650fe0f4e4";89.99;14.8;"consoles_games";0.2;16;16;16;0.0041
"03708181cb41c558287d1feff6df5cb6";"";"";"d696750e550fd0f733979dd7e5dff921";177.99;18.82;"utilidades_domesticas";0.95;53;5;13;0.0034
"00bcee890eba57a9767c7b5ca12d3a1b";"3cecfffcfcdbac8b85cf74dfc8a60166";"brasilia";"6c90c0f6c2d89eb816b9e205b9d6a36a";165.5;15.8;"informatica_acessorios";0.775;21;18;26;0.0098
"03d8ac7f462c593ad4ca1fe32c20cd83";"d86328d99f1c51c918adbeaba9edd1cb";"guarulhos";"ab29983671266e9f7c999f8c6ce26541";32.5;17.19;"informatica_acessorios";0.8;33;12;11;0.0044
"03d8ac7f462c593ad4ca1fe32c20cd83";"d86328d99f1c51c918adbeaba9edd1cb";"guarulhos";"ab29983671266e9f7c999f8c6ce26541";32.5;17.19;"informatica_acessorios";0.8;33;12;11;0.0044
